line_path,page_id,source_id,line_id,text,width,height,n_chars
nivajakavi1895__08__line_1518179385445_196.png,nivajakavi1895__08,nivajakavi1895,line_1518179385445_196,श्रमलायक नहिं देह तिहारी ॥ बतकहाव यों सखियन,2134,146,43
nivajakavi1895__09__line_1518179530165_198.png,nivajakavi1895__09,nivajakavi1895,line_1518179530165_198,(९),325,126,3
nivajakavi1895__09__r1l2.png,nivajakavi1895__09,nivajakavi1895,r1l2,कीन्हो । शकुन्तला यह उत्तर दीन्हो ॥ ये द्रुम जे सब,2135,140,50
nivajakavi1895__09__line_1518179614222_204.png,nivajakavi1895__09,nivajakavi1895,line_1518179614222_204,देत दिखाई । मैं जानति येही मम भाई ॥ मुनि के कहे,2147,171,47
nivajakavi1895__09__r1l13.png,nivajakavi1895__09,nivajakavi1895,r1l13,नहीं मैं सींचति । मोहिं मया लागति इन की अति ॥,2150,142,45
nivajakavi1895__09__r1l15.png,nivajakavi1895__09,nivajakavi1895,r1l15,हरिन चर्म की पहिरें आंगी । कसि बँधि गई गड़न,2160,149,43
nivajakavi1895__09__r1l16.png,nivajakavi1895__09,nivajakavi1895,r1l16,उर लागी ॥ कर सों अँगिया खुलत न खोली । अन-,2116,144,41
nivajakavi1895__09__r1l18.png,nivajakavi1895__09,nivajakavi1895,r1l18,सूया सों तब यों बोली ॥ प्रियम्बदा कसि बांधी छति-,2125,170,48
nivajakavi1895__09__r1l22.png,nivajakavi1895__09,nivajakavi1895,r1l22,या । अनसूया ढीली कर अंगिया ॥ अनसूया हंसि,2098,126,40
nivajakavi1895__09__r1l24.png,nivajakavi1895__09,nivajakavi1895,r1l24,अंगिया खोली । प्रियंबदा तब रिस करि बोली ॥ उस,2125,161,44
nivajakavi1895__09__r1l25.png,nivajakavi1895__09,nivajakavi1895,r1l25,सति आवे छिन छिन छतिया । याते गाढ़ी ह्वैगइ अं-,2143,153,45
nivajakavi1895__09__r1l26.png,nivajakavi1895__09,nivajakavi1895,r1l26,गिया ॥ बढ़त जात जोबन की लीला । नाहक मेरो,2154,158,40
nivajakavi1895__09__r1l27.png,nivajakavi1895__09,nivajakavi1895,r1l27,करतीं गीला ॥ शकुन्तला सुनि के शरमानी । सींचन,2152,154,44
nivajakavi1895__09__line_1518179589352_203.png,nivajakavi1895__09,nivajakavi1895,line_1518179589352_203,लगी द्रुमन भरि पानी ४४ अलि यक छोड़ि कुसुम्भ,2159,147,43
nivajakavi1895__09__r1l30.png,nivajakavi1895__09,nivajakavi1895,r1l30,उड़ानो । शकुन्तला मुख पर ठहरानो ॥ सुमुखि सुगंध,2163,142,46
nivajakavi1895__09__line_1518179579663_202.png,nivajakavi1895__09,nivajakavi1895,line_1518179579663_202,पाय करि मधुकर । बैठ्यो जाय मधुर अधरन पर ॥,2108,151,41
nivajakavi1895__09__line_1518179574156_201.png,nivajakavi1895__09,nivajakavi1895,line_1518179574156_201,ससकि हाथ तबहीं झहरायो । उड़ि अलि गयो फेरि,2149,159,41
nivajakavi1895__09__r1l36.png,nivajakavi1895__09,nivajakavi1895,r1l36,फिरि आयो ॥ शकुन्तला ह्वांते टरिआई । पीछे भ्र-,2113,152,45
nivajakavi1895__09__line_1518179563930_200.png,nivajakavi1895__09,nivajakavi1895,line_1518179563930_200,मर लग्यो दुखदाई ॥ शकुन्तला पुनि जित जित,2138,145,39
nivajakavi1895__09__line_1518179555447_199.png,nivajakavi1895__09,nivajakavi1895,line_1518179555447_199,डोले । तित ति भ्रमर गुंजरत बोले ॥ राजा नि-,2158,137,42
nivajakavi1895__09__r1l43.png,nivajakavi1895__09,nivajakavi1895,r1l43,रखत मन अनुरह्यो । मन मन मधुकर सो अस,2149,160,35
nivajakavi1895__09__r1l44.png,nivajakavi1895__09,nivajakavi1895,r1l44,कह्यो ४५ ॥,705,138,10
nivajakavi1895__09__r1l46.png,nivajakavi1895__09,nivajakavi1895,r1l46,घनाक्षरी छन्द । ओठन समीप गुंजत मड़रातमनो,1988,165,40
nivajakavi1895__09__r1l47.png,nivajakavi1895__09,nivajakavi1895,r1l47,बतकही की लगावत लगन हो । चंचल दृगनि की,2132,148,37
nivajakavi1895__09__r1l48.png,nivajakavi1895__09,nivajakavi1895,r1l48,पलनि करी क्षोभित हूं छुओ फिर आनि कर कपोल,2146,164,40
nivajakavi1895__09__r1l50.png,nivajakavi1895__09,nivajakavi1895,r1l50,फल कनीहो ॥ प्यारी ससकनि झहरावति करति तुम,2109,130,40
nivajakavi1895__09__r1l51.png,nivajakavi1895__09,nivajakavi1895,r1l51,उड़ि उड़ि बैठत पियत अधरन हो । दुरि दुरि दूरिही,2159,182,46
nivajakavi1895__10__line_1518179692548_205.png,nivajakavi1895__10,nivajakavi1895,line_1518179692548_205,(१०),323,108,4
nivajakavi1895__10__r3l2.png,nivajakavi1895__10,nivajakavi1895,r3l2,ते देखत खड़े रहत मानो हम कीने काज मधुप तुम,2115,176,42
nivajakavi1895__10__line_1518179697532_206.png,nivajakavi1895__10,nivajakavi1895,line_1518179697532_206,धन्य हो ४९ ॥,622,104,12
nivajakavi1895__10__r3l5.png,nivajakavi1895__10,nivajakavi1895,r3l5,चौपाई । शकुंतला केतो कछु करै । सँग ते मधुप,2181,169,42
nivajakavi1895__10__r3l6.png,nivajakavi1895__10,nivajakavi1895,r3l6,न टास्यो टरै ॥ बन में मधुकर बहुत सताई । शकुंतला,2153,146,47
nivajakavi1895__10__r3l7.png,nivajakavi1895__10,nivajakavi1895,r3l7,यह टेर सुनाई ॥ सखियहु मोंढिग अरबर आवहु । या,1661,150,43
nivajakavi1895__10__line_1518179716892_207.png,nivajakavi1895__10,nivajakavi1895,line_1518179716892_207,पापीते मोहिं छुड़ावहु ॥ काटत आप टरत नहिं टारे ।,2131,163,47
nivajakavi1895__10__r3l16.png,nivajakavi1895__10,nivajakavi1895,r3l16,होतु नाहिं कछु हाथन झारे ॥ निरखि सखिन यहहास,1504,116,43
nivajakavi1895__10__r3l17.png,nivajakavi1895__10,nivajakavi1895,r3l17,बढ़ायो । हमको तो बिन काज बुलायो ॥ या गनीम सों,2147,158,45
nivajakavi1895__10__r3l18.png,nivajakavi1895__10,nivajakavi1895,r3l18,आनि बचावे । नृप दुःष्यन्तहि बेगि बुलावे ॥ तब नृप,2156,166,48
nivajakavi1895__10__r3l22.png,nivajakavi1895__10,nivajakavi1895,r3l22,निकसि द्रुमनते आयो । कहो कहो किहतुमहिं सतायो ॥,2177,121,46
nivajakavi1895__10__r3l24.png,nivajakavi1895__10,nivajakavi1895,r3l24,निरखि नृपहि बिन मोल बिकानी । तीनों छकीं डरीं,2191,159,44
nivajakavi1895__10__r3l27.png,nivajakavi1895__10,nivajakavi1895,r3l27,अकुलानी ॥ ठाढ़ी रहि न सकीं नहिं डोलें । जकि सों,2144,136,47
nivajakavi1895__10__line_1518179743743_208.png,nivajakavi1895__10,nivajakavi1895,line_1518179743743_208,रहीं कछु नहिं बोलें ॥ अनसूया तब मन दृढ़कीन्हो ।,2065,148,47
nivajakavi1895__10__r3l33.png,nivajakavi1895__10,nivajakavi1895,r3l33,सहाराजको उत्तर दीन्हो ४७ ॥,1213,143,26
nivajakavi1895__10__r3l36.png,nivajakavi1895__10,nivajakavi1895,r3l36,कहो पानी एक घाट में पियत सिंह गाय है । जप तप,2138,153,44
nivajakavi1895__10__r3l37.png,nivajakavi1895__10,nivajakavi1895,r3l37,करत तपसी निर्भय तपोबनमें दानव सकत नहिं आय,2150,143,41
nivajakavi1895__10__r3l39.png,nivajakavi1895__10,nivajakavi1895,r3l39,है ॥ काहू न सताई यह भोरीसी शकुन्तला उड़िकेसो,2164,145,44
nivajakavi1895__10__line_1518179781581_209.png,nivajakavi1895__10,nivajakavi1895,line_1518179781581_209,भ्रमरी भाजी भौन को डराय है । अति ही अभीत म-,2151,148,43
nivajakavi1895__10__r3l44.png,nivajakavi1895__10,nivajakavi1895,r3l44,हाराज श्री दुष्यंत ताके राज में ऋषिन कौन सकत,2161,151,44
nivajakavi1895__10__r3l45.png,nivajakavi1895__10,nivajakavi1895,r3l45,सताय है ॥ ४८ ॥,753,135,14
nivajakavi1895__10__r3l46.png,nivajakavi1895__10,nivajakavi1895,r3l46,दोहा । शकुन्तला सों ताकि तब पूछी यह महिपाल ॥,2171,170,44
nivajakavi1895__10__r3l47.png,nivajakavi1895__10,nivajakavi1895,r3l47,कहो तिहारे कुशलहैं छोटे द्रुम मृगबाल ४९ ॥,1875,143,41
nivajakavi1895__10__r3l48.png,nivajakavi1895__10,nivajakavi1895,r3l48,कम्प बढ़यो तन कंटकित मुखते कढ़तनबैन ॥,1873,161,37
nivajakavi1895__10__r3l51.png,nivajakavi1895__10,nivajakavi1895,r3l51,जकिसीरहीशकुन्तलानिरखिनृपतिभरिनैन ५०,1780,137,35
nivajakavi1895__11__line_1518180219717_210.png,nivajakavi1895__11,nivajakavi1895,line_1518180219717_210,(११),346,90,4
nivajakavi1895__11__r2l2.png,nivajakavi1895__11,nivajakavi1895,r2l2,चौपाई । शकुन्तला को बोलि न आयो । अनसूया,2000,142,39
nivajakavi1895__11__r2l3.png,nivajakavi1895__11,nivajakavi1895,r2l3,यह नृपहि सुनायो ॥ क्यों न होय अब कुशल हमारी ।,2138,114,45
nivajakavi1895__11__r2l5.png,nivajakavi1895__11,nivajakavi1895,r2l5,तुमसे साधु करत रखवारी ॥ प्यादे श्रम करि तुम यहँ,2164,138,47
nivajakavi1895__11__r2l6.png,nivajakavi1895__11,nivajakavi1895,r2l6,आये । श्रम जल कत आनन में छाये ॥ शीतल छांह,2114,142,41
nivajakavi1895__11__r2l9.png,nivajakavi1895__11,nivajakavi1895,r2l9,सघन तरु डारैं । बैठो इत हम पायँ पखारैं ॥ लखे भा-,2153,126,48
nivajakavi1895__11__r2l11.png,nivajakavi1895__11,nivajakavi1895,r2l11,ग्य ते चरण तिहारे । आजु दिवस तुम अतिथि हमारे ॥,2159,146,46
nivajakavi1895__11__r2l12.png,nivajakavi1895__11,nivajakavi1895,r2l12,शकुन्तला क्यों भई अयानी । ल्याउ पियन को शीतल,2159,133,44
nivajakavi1895__11__line_1518180297095_214.png,nivajakavi1895__11,nivajakavi1895,line_1518180297095_214,पानी ॥ तब नृप बैन मैन रस साने । देखत ही हम,2132,155,42
nivajakavi1895__11__r2l17.png,nivajakavi1895__11,nivajakavi1895,r2l17,तुम्हें अघाने ॥ मधुर मधुर कहती तुम बानी । यही,1826,130,45
nivajakavi1895__11__r2l22.png,nivajakavi1895__11,nivajakavi1895,r2l22,हमारी है मिजमानी ॥ तुमहूं थकी सलिल के सींचे ।,929,79,45
nivajakavi1895__11__r2l24.png,nivajakavi1895__11,nivajakavi1895,r2l24,बैठो घरिकद्रुमनिके नीचे ॥ तब बोली अनसूया बांकी ।,2126,139,48
nivajakavi1895__11__r2l25.png,nivajakavi1895__11,nivajakavi1895,r2l25,बिहँसति शकुन्तला को ताकी ॥ अद्भुत आज अतिथि,2149,129,42
nivajakavi1895__11__r2l27.png,nivajakavi1895__11,nivajakavi1895,r2l27,जो आये । सिगरे कहत बचन मन भाये ॥ इन कर डर,2128,124,41
nivajakavi1895__11__line_1518180273150_213.png,nivajakavi1895__11,nivajakavi1895,line_1518180273150_213,न कछू मन आनो । इन को कहो उचित के मानो ॥,2159,131,39
nivajakavi1895__11__r2l31.png,nivajakavi1895__11,nivajakavi1895,r2l31,यह सुनि शकुन्तला छाया में । बैठी मोहि नृपति माया,2137,90,48
